Poblacion,Generaciones,Greedy,Cruce,Mutacion,Fitness,Tiempo_de_ejecucion_en_ms
500,50,0.3,0.7,0.1,-47.79907590701966,27740
200,500,0.5,0.7,0.05,-53.107061083690006,38450
500,50,0.3,0.7,0.2,-46.400633962955965,29442
500,100,0.3,0.9,0.01,-51.25597935123833,38244
200,500,0.5,0.7,0.01,-47.581648300842815,37465
500,200,0.9,0.8,0.01,-54.65636548079341,84920
500,50,0.3,0.7,0.05,-47.7662997875971,27104
500,500,0.5,0.8,0.01,-50.77137523521176,107192
500,100,0.3,1.0,0.1,-49.95506717858018,37652
500,50,0.3,0.7,0.01,-49.306276031092914,29421
200,500,0.9,0.9,0.1,-53.8917768388671,50922
500,50,0.1,0.9,0.1,-46.91963056085598,17428
500,100,0.3,1.0,0.2,-50.028590991050066,37932
500,50,0.1,0.9,0.2,-47.10473337049711,15567
500,50,0.1,0.9,0.05,-46.8482271268665,16374
500,200,0.9,0.7,0.1,-55.63631643188254,88655
200,500,0.9,0.9,0.2,-54.50434371935692,48720
500,100,0.3,1.0,0.05,-50.71171042016375,38992
500,50,0.1,0.9,0.01,-47.39645138718054,18256
500,50,0.1,1.0,0.1,-47.22540319416536,16473
500,500,0.5,0.7,0.1,-53.817538892634175,121492
500,100,0.3,1.0,0.01,-49.62261532058086,36352
500,50,0.1,1.0,0.2,-48.83401597576504,16036
200,500,0.9,0.9,0.05,-53.60573871994211,47090
500,50,0.1,1.0,0.05,-46.66130364121044,14746
500,50,0.1,1.0,0.01,-47.15821816131068,17005
500,100,0.3,0.8,0.1,-49.959369159449324,35547
500,200,0.9,0.7,0.2,-55.04390934094216,85544
200,500,0.9,0.9,0.01,-51.763385576259815,46237
500,50,0.1,0.8,0.1,-45.21608175825703,15780
500,50,0.1,0.8,0.2,-46.423743777954485,15305
500,100,0.3,0.8,0.2,-49.99962980223183,34912
500,50,0.1,0.8,0.05,-45.24753397619343,15222
200,500,0.9,1.0,0.1,-52.97584412653421,45461
500,50,0.1,0.8,0.01,-46.17257262926218,15384
500,100,0.3,0.8,0.05,-48.72518796434531,34913
500,500,0.5,0.7,0.2,-56.60709588813648,107976
500,50,0.1,0.7,0.1,-47.154945633389126,14792
500,200,0.9,0.7,0.05,-55.27381488718349,82983
500,50,0.1,0.7,0.2,-45.25031045567289,15119
500,100,0.3,0.8,0.01,-48.95229473206606,40725
500,50,0.1,0.7,0.05,-46.369341875509825,20378
200,500,0.9,1.0,0.2,-56.60628463305484,53062
500,50,0.1,0.7,0.01,-48.40361204632175,14658
500,100,0.3,0.7,0.1,-50.49091780996105,34564
500,100,0.1,0.9,0.1,-49.40471351524525,24073
200,500,0.9,1.0,0.05,-52.619016769413015,45590
500,200,0.9,0.7,0.01,-51.76746151292906,80873
500,100,0.1,0.9,0.2,-49.70944840982213,24713
500,500,0.5,0.7,0.05,-49.6711701949739,109302
500,100,0.3,0.7,0.2,-47.51795927757536,37894
500,100,0.1,0.9,0.05,-49.74476305837313,27231
200,500,0.9,1.0,0.01,-51.15732092259039,48755
500,100,0.3,0.7,0.05,-48.65637065574288,35448
500,200,0.3,0.9,0.1,-50.57220013074626,54579
500,100,0.1,0.9,0.01,-50.16971383506288,23647
500,100,0.1,1.0,0.1,-48.04435275405387,34115
500,100,0.3,0.7,0.01,-50.34326712552506,43204
200,500,0.9,0.8,0.1,-55.77050653391762,56467
500,200,0.3,0.9,0.2,-52.09882214450913,63219
500,100,0.1,1.0,0.2,-50.05407881428164,28177
500,100,0.1,0.8,0.1,-49.438547229870245,27369
500,500,0.5,0.7,0.01,-51.99272205448486,117841
500,100,0.1,1.0,0.05,-48.39785956809873,29629
500,100,0.1,0.8,0.2,-48.767089379423304,28702
200,500,0.9,0.8,0.2,-55.534422007132854,54699
500,200,0.3,0.9,0.05,-51.001372255248306,56128
500,100,0.1,0.8,0.05,-47.10780928645782,24608
500,100,0.1,1.0,0.01,-49.58657575763273,25443
200,500,0.9,0.8,0.05,-52.82535818503438,50038
500,100,0.1,0.7,0.1,-50.62948718290945,26637
500,100,0.1,0.8,0.01,-49.92090356687191,26944
500,100,0.1,0.7,0.2,-49.29353269026432,23881
500,100,0.1,0.7,0.05,-48.72003608630292,23995
500,200,0.3,0.9,0.01,-48.61088280571272,53573
200,500,0.9,0.8,0.01,-52.3287485493308,43394
500,100,0.1,0.7,0.01,-48.60073538381157,21693
100,500,0.9,0.7,0.01,-51.63134814058423,25246
500,500,0.9,0.9,0.1,-55.71958413669189,141830
500,200,0.3,1.0,0.1,-48.61174020479213,60331
200,100,0.5,0.9,0.1,-48.84394242905396,24731
500,200,0.1,0.9,0.1,-50.07709863662184,53985
200,500,0.9,0.7,0.1,-52.76354182049727,58858
200,100,0.5,0.9,0.2,-50.00254653141002,23206
500,200,0.3,0.7,0.1,-50.172230937287566,78628
500,200,0.3,0.8,0.1,-51.12747995276872,79559
200,100,0.5,0.9,0.05,-48.74405305691446,31914
500,200,0.3,1.0,0.05,-51.699442315467905,81338
500,200,0.3,1.0,0.2,-52.06203634504559,70608
500,200,0.1,0.9,0.2,-49.15901083588648,64729
200,100,0.5,0.9,0.01,-50.42826028790253,25885
200,500,0.9,0.7,0.2,-54.43125551142579,78036
200,100,0.5,1.0,0.1,-49.9706341305184,42610
500,200,0.3,0.7,0.2,-49.97517117322695,77567
500,200,0.3,1.0,0.01,-50.67280921699152,79700
500,200,0.1,0.9,0.05,-49.69563880126532,81747
200,100,0.5,1.0,0.2,-50.78640352166817,27399
500,200,0.3,0.8,0.2,-49.1722592294794,96850
500,500,0.9,0.9,0.2,-57.5812786024164,199670
200,100,0.5,1.0,0.05,-49.494780621213344,26745
200,500,0.9,0.7,0.05,-52.48691358861136,93954
500,500,0.3,0.9,0.1,-51.63135201714736,138376
500,200,0.3,0.7,0.05,-48.28314947096529,72291
200,100,0.5,1.0,0.01,-49.41609396558781,26500
500,200,0.1,0.9,0.01,-51.65409113337405,63219
200,100,0.5,0.8,0.1,-48.831047248880424,21226
500,200,0.3,0.8,0.05,-50.69681596201084,76757
200,500,0.9,0.7,0.01,-51.37850810172449,60303
200,100,0.5,0.8,0.2,-48.25599438543101,21162
500,200,0.1,1.0,0.1,-51.481708936168125,58824
500,200,0.3,0.7,0.01,-49.854833795957546,70780
500,500,0.1,0.9,0.1,-53.41010275955062,140423
200,100,0.5,0.8,0.05,-48.815067258567574,34247
200,500,0.3,0.9,0.1,-48.83624360435665,48877
200,100,0.5,0.8,0.01,-47.081076711533264,39172
500,200,0.3,0.8,0.01,-50.43150609919009,99075
200,500,0.3,0.9,0.2,-49.71691581948756,58109
500,200,0.1,1.0,0.2,-52.453669746976395,80007
200,100,0.5,0.7,0.1,-49.265715387919705,35980
500,500,0.9,0.9,0.05,-53.56620967262806,182552
500,500,0.3,0.9,0.2,-54.42099977107902,173271
200,100,0.5,0.7,0.2,-46.59064214611206,26493
200,500,0.3,0.9,0.05,-48.13565935793873,51019
200,100,0.5,0.7,0.05,-50.40148925142233,26524
500,200,0.1,1.0,0.05,-51.930617706609944,62592
500,500,0.3,0.8,0.1,-53.89233376565502,148036
500,500,0.1,0.9,0.2,-55.25140931532171,156549
200,100,0.5,0.7,0.01,-50.03903839528964,28581
200,500,0.3,0.9,0.01,-47.207483247220466,52538
500,200,0.1,1.0,0.01,-51.390493315892556,77833
200,100,0.9,0.9,0.1,-54.13693164746657,57446
500,500,0.3,1.0,0.1,-53.911083013067824,170097
500,500,0.3,0.9,0.05,-52.19385138505152,144751
200,500,0.3,1.0,0.1,-51.854367675083324,68622
500,500,0.9,0.9,0.01,-54.20464873070121,170587
200,100,0.9,0.9,0.2,-53.700754944335046,42067
500,200,0.1,0.8,0.1,-49.835226916770395,63154
200,500,0.3,1.0,0.2,-51.116449924156335,54074
200,100,0.9,0.9,0.05,-51.40156014470117,45446
500,500,0.1,0.9,0.05,-51.4273645241223,154500
500,500,0.3,0.8,0.2,-54.28867701009121,172029
500,200,0.1,0.8,0.2,-50.201399774983535,61611
200,100,0.9,0.9,0.01,-52.22375068345204,42091
200,500,0.3,1.0,0.05,-49.993928620478485,53384
500,500,0.3,0.9,0.01,-51.70436559170642,132257
500,500,0.3,1.0,0.2,-54.61931860803403,172716
200,100,0.9,1.0,0.1,-54.44816549000926,49442
500,200,0.1,0.8,0.05,-50.01105008590877,70140
200,500,0.3,1.0,0.01,-47.294683345913754,68252
200,100,0.9,1.0,0.2,-51.991055968643565,39377
500,500,0.9,1.0,0.1,-55.436944092886385,202015
500,500,0.1,0.9,0.01,-52.09164912296839,165378
500,500,0.3,0.8,0.05,-52.24446153813044,161805
200,500,0.3,0.8,0.1,-50.458628024500975,64035
500,200,0.1,0.8,0.01,-49.26318673963708,73846
200,100,0.9,1.0,0.05,-51.75298888476385,51338
500,500,0.1,0.8,0.1,-51.91178812495634,146959
200,100,0.9,1.0,0.01,-51.4730760743224,36877
200,500,0.3,0.8,0.2,-50.49129310180938,50365
500,200,0.1,0.7,0.1,-50.44515009749914,59685
500,500,0.3,1.0,0.05,-53.65472248102783,169365
200,100,0.9,0.8,0.1,-53.37253053922117,49317
200,500,0.3,0.8,0.05,-48.286241813941416,57275
500,500,0.1,1.0,0.1,-55.87105521841069,131681
500,200,0.1,0.7,0.2,-51.87297316727527,80107
200,100,0.9,0.8,0.2,-51.95291478666143,53462
500,500,0.3,0.8,0.01,-51.615743467631056,146063
200,500,0.3,0.8,0.01,-49.66413512229167,55617
200,100,0.9,0.8,0.05,-51.60474144378747,49594
500,500,0.1,0.8,0.2,-55.0872573815359,171897
500,200,0.1,0.7,0.05,-48.740790986142336,67088
500,500,0.9,1.0,0.2,-57.016685260438905,246630
200,500,0.3,0.7,0.1,-47.65541665690249,63402
200,100,0.9,0.8,0.01,-54.06220131300332,42120
500,500,0.1,1.0,0.2,-53.43104732077369,131033
500,200,0.1,0.7,0.01,-46.116660853047556,59475
200,500,0.3,0.7,0.2,-50.433714136182736,48170
500,500,0.3,1.0,0.01,-49.485462912956805,186917
200,100,0.9,0.7,0.1,-52.56683809257568,39731
500,500,0.3,0.7,0.1,-54.43187524925728,169085
500,500,0.1,0.8,0.05,-51.73986485459734,113926
200,100,0.9,0.7,0.2,-51.727682329907246,47135
200,500,0.3,0.7,0.05,-48.82057115939772,55721
200,100,0.9,0.7,0.05,-51.571127325496754,61481
500,500,0.1,1.0,0.05,-52.33780226986514,132660
200,500,0.3,0.7,0.01,-46.177105095941016,77034
500,500,0.9,1.0,0.05,-55.55662174084202,201962
500,500,0.1,0.7,0.1,-54.79721179886901,148559
200,100,0.9,0.7,0.01,-51.25383609108373,49472
500,500,0.1,0.8,0.01,-52.57236337111751,164025
200,500,0.1,0.9,0.1,-48.83638971197443,42925
200,100,0.3,0.9,0.1,-47.377944795594004,20617
500,500,0.3,0.7,0.2,-55.57670221733328,141817
500,500,0.1,1.0,0.01,-52.298295992287215,142857
200,100,0.3,0.9,0.2,-47.96212411715314,15953
200,500,0.1,0.9,0.2,-52.089511988145986,37163
200,100,0.3,0.9,0.05,-47.593078855865755,16047
200,100,0.3,0.9,0.01,-48.06858272447619,21983
200,100,0.3,1.0,0.1,-48.97955754349285,18774
200,500,0.1,0.9,0.05,-51.21869434720496,44095
500,500,0.1,0.7,0.2,-54.05457079244531,121422
200,100,0.3,1.0,0.2,-47.66193770450191,18392
500,500,0.3,0.7,0.05,-49.72135844146649,118395
200,100,0.3,1.0,0.05,-46.91259313245145,18329
500,500,0.9,1.0,0.01,-53.55621419950009,149179
200,500,0.1,0.9,0.01,-48.0779180175039,39146
500,500,0.3,0.7,0.01,-46.96263812177121,124592
200,100,0.3,1.0,0.01,-49.246834235471525,17150
200,500,0.1,0.8,0.1,-50.789373704811034,36051
200,100,0.3,0.8,0.1,-48.352959877307775,13823
200,500,0.1,1.0,0.1,-53.34554046053452,35347
200,100,0.3,0.8,0.2,-48.26940470430395,14317
200,500,0.1,0.8,0.2,-51.31915632973061,28399
200,100,0.3,0.8,0.05,-47.30704632180873,14302
500,500,0.9,0.8,0.1,-56.03378129029963,166188
200,500,0.1,1.0,0.2,-52.61133370101085,33228
200,100,0.3,0.8,0.01,-48.783596456120236,14505
500,500,0.1,0.7,0.05,-50.25613158721586,104211
200,500,0.1,0.8,0.05,-49.27630454336052,33310
200,100,0.3,0.7,0.1,-48.412446039868655,16926
200,100,0.3,0.7,0.2,-49.094815790590594,20490
200,500,0.1,1.0,0.05,-50.44281356012743,42110
200,100,0.3,0.7,0.05,-45.7897629312077,19635
200,500,0.1,0.8,0.01,-47.45331785134993,43725
500,500,0.9,0.7,0.1,-58.357754378272624,144248
200,100,0.3,0.7,0.01,-46.84426887706187,19976
500,500,0.9,0.8,0.05,-53.70139677263885,137843
200,500,0.1,1.0,0.01,-51.9281990940254,43248
200,100,0.1,0.9,0.1,-46.671804305069955,9795
200,500,0.1,0.7,0.1,-49.52042736151844,35764
200,100,0.1,0.9,0.2,-49.73450379195845,8619
500,500,0.1,0.7,0.01,-49.7469620593702,92478
200,100,0.1,0.9,0.05,-46.800952791977416,8691
200,100,0.1,0.9,0.01,-47.53087821028566,9922
200,100,0.1,1.0,0.1,-46.644281835075006,14232
200,500,0.1,0.7,0.2,-49.11108090025946,35411
200,500,0.1,0.7,0.05,-45.2234816969946,36029
500,500,0.9,0.8,0.2,-56.85980986057624,150410
200,500,0.1,0.7,0.01,-45.73475030570596,38089
200,100,0.1,1.0,0.2,-49.02646445848125,11953
200,100,0.1,1.0,0.05,-49.36270819572475,10289
200,50,0.5,0.9,0.1,-48.47970505349289,17313
200,100,0.1,1.0,0.01,-46.183307180023476,10321
200,100,0.1,0.8,0.1,-44.60402085119371,13867
200,50,0.5,0.9,0.2,-47.53809338022986,20783
200,100,0.1,0.8,0.2,-46.6835792972648,14510
200,50,0.5,0.9,0.05,-48.196906955006796,19400
200,100,0.1,0.8,0.05,-45.092558261198086,10396
200,100,0.1,0.8,0.01,-46.25157756715444,9411
200,50,0.5,0.9,0.01,-48.354959823720215,17157
200,100,0.1,0.7,0.1,-43.69408061455524,9683
500,500,0.9,0.8,0.01,-53.90519852787832,144863
200,100,0.1,0.7,0.2,-46.11780167960879,9098
500,500,0.9,0.7,0.2,-58.39615941759059,160465
200,50,0.5,1.0,0.1,-48.81564724464554,19920
200,100,0.1,0.7,0.05,-45.69611961219956,12614
200,100,0.1,0.7,0.01,-45.85224922256207,12629
200,50,0.1,0.9,0.1,-45.6467581451396,6411
200,50,0.3,0.9,0.1,-47.9008825083304,11860
200,50,0.5,1.0,0.2,-49.424736000492445,16646
200,50,0.1,0.9,0.2,-44.86987059790325,6407
200,50,0.1,0.9,0.05,-46.2462656537563,6151
200,50,0.3,0.9,0.2,-46.94425657965304,10982
200,50,0.5,1.0,0.05,-48.930317200713304,15721
200,50,0.1,0.9,0.01,-45.3396242448353,5854
200,50,0.3,0.9,0.05,-47.62076179189684,10844
200,50,0.1,1.0,0.1,-45.92002373565808,5958
500,500,0.9,0.7,0.05,-54.73316137730795,137309
200,50,0.1,1.0,0.2,-44.941633393531276,5995
500,500,0.9,0.7,0.01,-51.94719310318518,139557
200,50,0.1,0.8,0.1,-45.58704055843275,5958
200,50,0.5,1.0,0.01,-48.29115276601977,15287
200,50,0.3,0.9,0.01,-47.03849763873818,11504
200,50,0.1,1.0,0.05,-45.46774350603942,7307
200,50,0.1,0.7,0.05,-45.01265159771205,7005
200,50,0.1,0.7,0.1,-42.460467957363754,7065
200,50,0.1,1.0,0.01,-45.00702787254694,7385
200,50,0.1,0.8,0.2,-44.801850729507876,6956
200,50,0.1,0.8,0.05,-45.308230265345095,7191
200,50,0.1,0.7,0.2,-44.62931551060063,7166
200,50,0.1,0.7,0.01,-46.1645448336631,7357
200,50,0.1,0.8,0.01,-43.7564163393999,7324
200,50,0.3,1.0,0.1,-47.45126896634892,12123
200,50,0.5,0.8,0.1,-49.284112550544215,16757
200,50,0.3,1.0,0.2,-46.938731469674195,13507
200,50,0.5,0.8,0.2,-50.14287161975532,18354
200,50,0.9,0.8,0.1,-51.70424667909301,23570
200,50,0.9,0.9,0.1,-53.689562238585104,24176
200,50,0.9,1.0,0.1,-51.86760719250832,23652
200,50,0.3,1.0,0.05,-47.93592252379913,12090
200,50,0.9,0.7,0.1,-51.16529042941579,28069
200,50,0.9,0.9,0.05,-51.98157511763941,28420
200,50,0.3,1.0,0.01,-46.36389547117716,11252
200,50,0.5,0.8,0.05,-48.28855552519907,15765
200,50,0.9,0.8,0.2,-51.478987969161814,24522
200,50,0.9,1.0,0.2,-51.70741080807617,24539
200,50,0.9,0.9,0.2,-51.74221334718931,26792
200,50,0.3,0.8,0.1,-46.24663985837326,13818
200,50,0.9,0.9,0.01,-52.49374230034465,25588
200,50,0.9,0.7,0.2,-52.30828324789921,28457
200,50,0.5,0.8,0.01,-48.17905821058886,17937
200,50,0.3,0.8,0.2,-45.847908897608605,12142
200,50,0.9,0.8,0.05,-53.24659295290392,24721
200,50,0.3,0.8,0.05,-45.153677956354024,10763
200,50,0.9,1.0,0.05,-51.49040164375709,27286
200,50,0.5,0.7,0.1,-48.86982139984645,19171
200,50,0.9,1.0,0.01,-51.7353979871487,26209
200,50,0.9,0.7,0.05,-52.35647975625534,25411
200,50,0.9,0.7,0.01,-51.95960216261468,24776
200,50,0.3,0.8,0.01,-47.057269388922336,10627
200,50,0.3,0.7,0.1,-47.58834071946351,10858
200,50,0.5,0.7,0.2,-48.5959308777895,15262
200,50,0.3,0.7,0.05,-45.0305734472436,12051
200,50,0.5,0.7,0.01,-48.320748697415326,17073
200,50,0.5,0.7,0.05,-48.787957715435525,17346
200,50,0.3,0.7,0.2,-46.398482928587924,11536
200,50,0.9,0.8,0.01,-51.370149592918935,25806
200,50,0.3,0.7,0.01,-46.5617826140795,9480
50,200,0.5,0.9,0.1,-47.422563233771335,7052
200,50,0.1,0.9,0.1,-47.49449522097435,7531
200,50,0.3,0.9,0.1,-48.400062647493506,11178
100,200,0.5,0.9,0.1,-46.75073542608906,12411
50,200,0.5,0.9,0.2,-48.4263808045031,6094
200,50,0.1,0.9,0.2,-45.65193119268087,6277
200,50,0.5,0.9,0.1,-49.01800963001058,17772
200,100,0.5,0.9,0.1,-47.80195466192489,17969
50,200,0.5,0.9,0.05,-46.43212983171544,6760
200,50,0.1,0.9,0.05,-46.934788375308685,6783
200,50,0.3,0.9,0.2,-46.52604906487643,10468
100,200,0.5,0.9,0.2,-48.669634122432484,13862
200,200,0.5,0.9,0.1,-48.32839178716152,26970
50,200,0.5,0.9,0.01,-45.81649338663931,7285
200,50,0.1,0.9,0.01,-46.58919100422874,7060
50,200,0.5,1.0,0.1,-49.79721314770822,5931
200,50,0.1,1.0,0.1,-46.58795263443953,6127
200,50,0.3,0.9,0.05,-47.28102455929916,14459
200,100,0.5,0.9,0.2,-49.85969116874754,19571
100,200,0.5,0.9,0.05,-47.674980652667614,11626
200,50,0.5,0.9,0.2,-48.794751450604586,20597
50,200,0.5,1.0,0.2,-47.16599694247494,7524
200,50,0.1,1.0,0.2,-45.17491939147258,7499
50,200,0.5,1.0,0.05,-46.254291456860855,7192
200,50,0.3,0.9,0.01,-44.9282132480315,12546
200,50,0.1,1.0,0.05,-47.46813941821804,7867
200,200,0.5,0.9,0.2,-48.01213684531651,23227
100,200,0.5,0.9,0.01,-47.782668072443286,14186
50,200,0.5,1.0,0.01,-47.3967677997235,6511
200,50,0.1,1.0,0.01,-48.51052121508759,6819
200,50,0.5,0.9,0.05,-48.051603093325845,19113
200,100,0.5,0.9,0.05,-48.40410105093161,22974
50,200,0.5,0.8,0.1,-46.234029390914145,9257
200,50,0.3,1.0,0.1,-47.11175708378433,15016
200,50,0.1,0.8,0.1,-46.59435290238796,8534
100,200,0.5,1.0,0.1,-46.535170397455246,15243
500,200,0.5,0.9,0.1,-51.24206284963626,67757
50,200,0.5,0.8,0.2,-48.60789425772331,7267
200,50,0.1,0.8,0.2,-44.490612760453075,7268
200,50,0.3,1.0,0.2,-45.86607941231106,16298
200,50,0.5,0.9,0.01,-47.929613652372765,23051
50,200,0.5,0.8,0.05,-47.74025879303786,9685
200,50,0.1,0.8,0.05,-45.31158805977321,9439
200,200,0.5,0.9,0.05,-49.41345196823802,33041
100,200,0.5,1.0,0.2,-48.75383398086027,16284
200,100,0.5,0.9,0.01,-50.175612142055,24111
50,200,0.5,0.8,0.01,-45.39393543133354,5647
200,50,0.1,0.8,0.01,-44.14765461916858,6512
50,200,0.5,0.7,0.1,-46.61856025517189,5960
200,50,0.3,1.0,0.05,-49.31869876857868,13186
200,50,0.1,0.7,0.1,-43.22161909182212,7237
200,50,0.5,1.0,0.1,-48.813429125999015,16841
100,200,0.5,1.0,0.05,-46.74163851688513,14448
50,200,0.5,0.7,0.2,-47.80520021455511,6659
200,50,0.1,0.7,0.2,-46.02087206047815,7755
50,200,0.5,0.7,0.05,-46.11690558253294,7114
200,50,0.3,1.0,0.01,-45.90651511997929,13589
200,100,0.5,1.0,0.1,-48.08348838773521,22498
200,200,0.5,0.9,0.01,-47.55546883376043,25942
200,50,0.1,0.7,0.05,-44.35592771700606,8087
50,200,0.5,0.7,0.01,-46.68336749979579,6871
100,200,0.5,1.0,0.01,-46.81165570736193,15317
200,50,0.1,0.7,0.01,-43.87038410075424,6726
200,50,0.5,1.0,0.2,-49.65586487213547,20250
200,50,0.3,0.8,0.1,-45.88678156242915,13352
50,200,0.9,0.9,0.1,-51.62309117818122,9760
100,200,0.5,0.8,0.1,-47.16401555416313,13477
200,50,0.3,0.7,0.1,-44.87298365267657,13126
50,200,0.9,0.9,0.2,-51.97295340170873,8537
200,50,0.3,0.8,0.2,-46.10157050911074,11704
200,100,0.5,1.0,0.2,-50.71212908054686,24985
200,200,0.5,1.0,0.1,-50.09466641429015,27472
200,50,0.5,1.0,0.05,-51.3594689881061,20970
500,200,0.5,0.9,0.2,-52.526988947876816,70886
50,200,0.9,0.9,0.05,-51.519670825811794,9597
100,200,0.5,0.8,0.2,-50.19308148773173,14308
200,50,0.3,0.7,0.2,-47.213147567767955,12959
200,50,0.3,0.8,0.05,-49.6088917615785,12840
50,200,0.9,0.9,0.01,-51.7334444717713,10294
100,200,0.5,0.8,0.05,-47.35570383329682,11421
200,100,0.5,1.0,0.05,-47.95374908434473,22092
200,50,0.3,0.8,0.01,-46.56015399944418,10304
200,50,0.3,0.7,0.05,-44.407125429185356,13340
200,50,0.5,1.0,0.01,-48.09532228165211,18635
50,200,0.9,1.0,0.1,-51.06649361153073,10096
200,200,0.5,1.0,0.2,-51.89423661839593,29747
100,200,0.5,0.8,0.01,-46.698000964263755,14335
200,50,0.3,0.7,0.01,-45.29580566612267,12768
50,200,0.9,1.0,0.2,-52.33196938042817,9674
50,100,0.5,0.9,0.1,-46.31217233776627,5166
200,50,0.5,0.8,0.1,-49.2499874246526,18300
200,100,0.5,1.0,0.01,-48.940080068131515,21740
50,100,0.5,0.9,0.2,-48.09365073573081,5392
50,200,0.9,1.0,0.05,-50.95484274623803,9167
100,200,0.5,0.7,0.1,-49.30237074020105,13457
50,100,0.5,0.9,0.05,-45.888381871204274,5084
50,100,0.5,0.9,0.01,-45.98485382318574,5240
50,200,0.9,1.0,0.01,-51.23581424621377,9660
200,50,0.5,0.8,0.2,-49.71883216175437,17937
100,200,0.5,0.7,0.2,-47.357646909401446,13284
50,100,0.5,1.0,0.1,-46.90817275337423,5123
200,200,0.5,1.0,0.05,-48.047358762179,27426
200,100,0.5,0.8,0.1,-48.003343056823624,20869
200,50,0.9,0.9,0.1,-53.79175321407203,29429
50,200,0.9,0.8,0.1,-51.100184906594286,9357
50,100,0.5,1.0,0.2,-46.69518478676672,5363
500,200,0.5,0.9,0.05,-52.19318000371553,62740
50,100,0.5,1.0,0.05,-47.21381547225145,5475
100,200,0.5,0.7,0.05,-47.153957107905704,14204
50,200,0.9,0.8,0.2,-51.78053787414638,10119
50,100,0.5,1.0,0.01,-46.70127168496156,5740
200,50,0.5,0.8,0.05,-49.82739400591072,18638
50,100,0.5,0.8,0.1,-46.09942103576492,5466
50,200,0.9,0.8,0.05,-51.01581064169231,10052
200,100,0.5,0.8,0.2,-50.038547902046766,22619
50,100,0.5,0.8,0.2,-45.803780109733715,5491
100,200,0.5,0.7,0.01,-46.99617167273905,13933
200,200,0.5,1.0,0.01,-52.05295402416472,28400
50,100,0.5,0.8,0.05,-49.40681114130265,5868
50,200,0.9,0.8,0.01,-51.08864867795872,8461
200,50,0.9,0.9,0.2,-52.70103125564601,30631
200,50,0.5,0.8,0.01,-47.01322934495239,18669
50,100,0.5,0.8,0.01,-45.95872910613492,5066
50,200,0.9,0.7,0.1,-51.19888250921366,12724
50,100,0.5,0.7,0.1,-49.22546034487843,8188
100,200,0.9,0.9,0.1,-51.549109993765924,22622
200,100,0.5,0.8,0.05,-46.72129026131413,25006
50,100,0.5,0.7,0.2,-48.84515811675265,5337
50,200,0.9,0.7,0.2,-52.55341046034298,9541
200,50,0.5,0.7,0.1,-47.52374288616886,19926
50,100,0.5,0.7,0.05,-45.29111171380664,5381
200,200,0.5,0.8,0.1,-49.047176592315324,29270
200,50,0.9,0.9,0.05,-51.361604501456846,25906
50,100,0.5,0.7,0.01,-45.80365701016027,4930
50,200,0.9,0.7,0.05,-52.39660661322491,9758
50,100,0.9,0.9,0.1,-50.89281890499062,8111
100,200,0.9,0.9,0.2,-51.84451773612416,19250
200,100,0.5,0.8,0.01,-47.32842783456364,21218
200,50,0.5,0.7,0.2,-49.10935064785698,18706
500,200,0.5,0.9,0.01,-52.10733132529601,68594
50,200,0.9,0.7,0.01,-51.70300104339817,8378
50,100,0.9,0.9,0.2,-51.238160602716654,8685
200,200,0.5,0.8,0.2,-49.7781748349318,25281
50,200,0.3,0.9,0.1,-44.489266757177944,4890
50,100,0.9,0.9,0.05,-52.01454015340641,8519
200,50,0.9,0.9,0.01,-51.105178709273616,30192
50,200,0.3,0.9,0.2,-45.724068806968646,5805
100,200,0.9,0.9,0.05,-51.08854787475363,20942
200,50,0.5,0.7,0.05,-46.51542889436419,18345
200,100,0.5,0.7,0.1,-48.6344337237857,22080
50,200,0.3,0.9,0.05,-44.49456412703011,4908
50,100,0.9,0.9,0.01,-51.0654770021448,8145
50,200,0.3,0.9,0.01,-43.75237744071773,5732
50,100,0.9,1.0,0.1,-51.4289577469591,7599
50,200,0.3,1.0,0.1,-44.76036934441961,5092
200,50,0.5,0.7,0.01,-46.458354815115364,14397
200,200,0.5,0.8,0.05,-49.546880409646725,26751
50,200,0.3,1.0,0.2,-45.080948140712295,5168
50,100,0.9,1.0,0.2,-51.24336035449593,7951
100,200,0.9,0.9,0.01,-51.83280934534971,18378
200,100,0.5,0.7,0.2,-48.12069315940716,19851
50,200,0.3,1.0,0.05,-44.16846727591771,5202
200,50,0.9,1.0,0.1,-51.516831324159746,28525
50,100,0.9,1.0,0.05,-51.05701635863178,8223
50,200,0.3,1.0,0.01,-43.41420039606785,5329
50,200,0.3,0.8,0.1,-44.5551351798438,5028
50,100,0.9,1.0,0.01,-50.80387847404732,8057
200,100,0.5,0.7,0.05,-48.797180862474015,17429
50,200,0.3,0.8,0.2,-44.990596376476915,5190
100,200,0.9,1.0,0.1,-51.452540288358776,19513
200,200,0.5,0.8,0.01,-49.664018735787614,27044
50,100,0.9,0.8,0.1,-51.08511077790343,8394
50,200,0.3,0.8,0.05,-42.752074740824725,5480
200,50,0.9,0.8,0.1,-51.40721029408275,30131
50,200,0.3,0.8,0.01,-43.490929384199134,5739
50,100,0.9,0.8,0.2,-50.95262606600696,8001
200,50,0.9,1.0,0.2,-52.28130258239057,29199
50,200,0.3,0.7,0.1,-44.36951532500418,4940
100,200,0.9,1.0,0.2,-52.21929803903846,20141
500,200,0.5,1.0,0.1,-50.7365103153345,76915
